Año,mes,Toneladas,precio_promedio,precio_lag1,fecha,fecha_merge,ipc_alimentos,indice,precio_real,mes_num,precio_lag2,precio_ma3,ma3,ma6,ma12,arriendo,costos_indirectos,empaques,enmiendas,fertilizantes,mano_obra,mipe,semilla,maquinaria,transporte,costo_total
2025,Marzo,18561.849996,1447.0641845703126,1174.059829711914,2025-03-01,2025-03-01,4.67,181.3956692653422,797.7391028302743,3,1316.339697265625,1312.4879038492838,1312.4879038492838,1265.653884379069,1684.9479164123534,34.99750025,2847000.0,11.49169025,0.12008216388887537,10.18094285597856,18.607240359477576,0.0,6.549585411071777,3.021197454495311,5.0,92.8152387449121
2025,Abril,18527.5500002,1735.5377197265625,1447.0641845703126,2025-04-01,2025-04-01,4.61,182.0782264501452,953.182460947229,4,1174.059829711914,1452.2205780029296,1452.2205780029296,1348.2985376993815,1681.9507113138834,35.030139,2847000.0,11.49169025,0.11918636858973315,9.076828402202722,18.607240359477576,0.0,7.873414999008179,3.0865115092639726,5.0,93.13201088854218
2025,Mayo,20906.0000009,1260.3309631347656,1735.5377197265625,2025-05-01,2025-05-01,4.71,182.7779046966386,689.5422973726343,5,1447.0641845703126,1480.9776224772133,1480.9776224772133,1354.8304590861003,1590.2913714090982,35.030139,2847000.0,11.6184203125,0.11985114728007505,9.09260262089644,18.607240359477576,0.0,5.487664710044861,3.0865115092639726,5.0,90.88942965946293
2025,Junio,22462.7000572,842.9754638671875,1260.3309631347656,2025-06-01,2025-06-01,4.31,183.4217600785364,459.58312879902985,6,1735.5377197265625,1279.6147155761719,1279.6147155761719,1296.051309712728,1462.1921587626139,35.030139,2847000.0,11.6184203125,0.12414907392479334,10.2884016457031,18.919437581700777,0.0,3.688595253753662,3.0865115092639726,5.0,90.60265437684632
2025,Julio,25481.8000148,781.9131469726562,842.9754638671875,2025-07-01,2025-07-01,4.94,184.1602707815491,424.5829698524725,7,1260.3309631347656,961.7398579915365,961.7398579915365,1206.980217997233,1306.4576311747232,35.14902775,2847000.0,11.6849595625,0.12306860872161114,10.353651738510724,18.919437581700777,0.0,3.259195565700531,3.1103293650793935,5.0,90.44667017221303
2025,Agosto,23978.6499856,623.0187744140625,781.9131469726562,2025-08-01,2025-08-01,6.13,185.07558261437893,336.6293735852645,8,842.9754638671875,749.3024617513021,749.3024617513021,1115.1400421142578,1196.5300829569499,35.14902775,2847000.0,11.6849595625,0.12389419166661735,10.268376764059585,18.919437581700777,0.0,2.6091018264770507,3.1103293650793935,5.0,89.71212704148341
2025,Septiembre,21989.7500423,578.5125732421875,623.0187744140625,2025-09-01,2025-09-01,6.21,186.00712318566423,311.0163542848525,9,781.9131469726562,661.1481648763021,661.1481648763021,970.3814402262369,1118.017662302653,35.14902775,2847000.0,11.8186335625,0.12330380991289235,10.137157021164121,19.06118545751623,0.0,2.5117292690277098,3.110329365079394,5.0,89.75836623520033
2025,Octubre,27194.3500174,565.2350540161133,578.5125732421875,2025-10-01,2025-10-01,6.64,187.00630705148697,302.2545404634356,10,623.0187744140625,588.9221338907878,588.9221338907878,775.3309959411621,1061.8147668202719,35.0736115,2847000.0,11.8186335625,0.12297936666667787,10.126016659735548,19.06118545751623,0.0,2.4632206177711486,3.1279072985495056,5.0,89.6405544627391
2025,Noviembre,24091.499975,787.1421875,565.2350540161133,2025-11-01,2025-11-01,5.74,187.87811583796312,418.9642758493898,11,578.5125732421875,643.6299382527669,643.6299382527669,696.4662000020345,1025.6483295440673,35.0736115,2847000.0,11.8893205,0.12341553345278997,9.008583436043047,19.06118545751623,0.0,3.409200916671753,3.127907298549506,5.0,89.54022464223333
2025,Diciembre,27685.5499884,893.2109985351562,787.1421875,2025-12-01,2025-12-01,5.07,188.65403153468066,473.4650997219508,12,565.2350540161133,748.5294133504232,748.5294133504232,704.8387891133626,1000.4450494130452,35.0736115,2847000.0,11.8893205,0.1234720298032056,8.999576834429885,19.23616345811172,0.0,3.879161819458008,3.1279072985495056,5.0,90.17621344035233
